id_planta,nombre,anillo,radio_interno_m,radio_externo_m,year,lst_celsius,ndvi
44,Coclé Solar 1,0_500m,0,500,2025,27.502136930371467,0.7156948878971701
44,Coclé Solar 1,500_1000m,500,1000,2025,27.338008464196573,0.7299096786814688
44,Coclé Solar 1,1000_2000m,1000,2000,2025,27.427304769253052,0.7115238324746371
45,PV Madre Vieja,0_500m,0,500,2025,24.353669493702405,0.7942616042209313
45,PV Madre Vieja,500_1000m,500,1000,2025,24.479628872784357,0.7970821359024292
45,PV Madre Vieja,1000_2000m,1000,2000,2025,24.604535437146545,0.7977171288289719
46,Mendozas Solar,0_500m,0,500,2025,26.796480726052355,0.6413538378464861
46,Mendozas Solar,500_1000m,500,1000,2025,26.75337669413658,0.6487190313636301
46,Mendozas Solar,1000_2000m,1000,2000,2025,26.599447031435023,0.6633046282807747
47,Planta solar pacora 2,0_500m,0,500,2025,29.38458434108164,0.6109940937462409
47,Planta solar pacora 2,500_1000m,500,1000,2025,29.324507048261474,0.6381290990798395
47,Planta solar pacora 2,1000_2000m,1000,2000,2025,29.340532389770722,0.6253370334926103
48,planta de paneles solares,0_500m,0,500,2025,29.006960394434103,0.6126405338639035
48,planta de paneles solares,500_1000m,500,1000,2025,29.07180761907315,0.6120278989217248
48,planta de paneles solares,1000_2000m,1000,2000,2025,29.254117173088048,0.6266110240466238
49,Parque Fotovoltaico San Juan,0_500m,0,500,2025,25.2441110078395,0.6648711956521739
49,Parque Fotovoltaico San Juan,500_1000m,500,1000,2025,25.252560565102286,0.6432688154898044
49,Parque Fotovoltaico San Juan,1000_2000m,1000,2000,2025,25.287040704221432,0.6205303390369249
